1491,"Kecskemet","Kecskemet","Hungary","","LHKE",46.9175,19.749222,376,1,"E","Europe/Budapest"
1492,"Nyiregyhaza","Nyirregyhaza","Hungary","","LHNY",47.983892,21.692317,338,1,"E","Europe/Budapest"
1493,"Ocseny","Ocseny","Hungary","","LHOY",46.303889,18.769167,295,1,"E","Europe/Budapest"
6885,"Door County Cherryland Airport","Sturgeon Bay","United States","SUE",\N,44.8436667,-87.4215556,725,-6,"U","America/Chicago"
1496,"Szentkiralyszabadja","Azentkilyszabadja","Hungary","","LHSA",47.077861,17.968444,919,1,"E","Europe/Budapest"
1498,"Szolnok","Szolnok","Hungary","","LHSN",47.122861,20.2355,322,1,"E","Europe/Budapest"
1499,"Amendola","Amendola","Italy","","LIBA",41.541392,15.718083,183,1,"E","Europe/Rome"
1500,"Crotone","Crotone","Italy","CRV","LIBC",38.997225,17.080169,521,1,"E","Europe/Rome"
1501,"Bari","Bari","Italy","BRI","LIBD",41.138856,16.760594,177,1,"E","Europe/Rome"
1502,"Gino Lisa","Foggia","Italy","FOG","LIBF",41.432917,15.535028,266,1,"E","Europe/Rome"
1503,"Grottaglie","Grottaglie","Italy","TAR","LIBG",40.517514,17.403212,215,1,"E","Europe/Rome"
1504,"Lecce","Lecce","Italy","LCC","LIBN",40.239228,18.133325,156,1,"E","Europe/Rome"
1505,"Pescara","Pescara","Italy","PSR","LIBP",42.431656,14.181067,48,1,"E","Europe/Rome"
1506,"Casale","Brindisi","Italy","BDS","LIBR",40.657633,17.947033,47,1,"E","Europe/Rome"
1507,"Gioia Del Colle","Gioia Del Colle","Italy","","LIBV",40.767833,16.933333,1187,1,"E","Europe/Rome"
1508,"Lamezia Terme","Lamezia","Italy","SUF","LICA",38.905394,16.242269,39,1,"E","Europe/Rome"
1509,"Catania Fontanarossa","Catania","Italy","CTA","LICC",37.466781,15.0664,39,1,"E","Europe/Rome"
1510,"Lampedusa","Lampedusa","Italy","LMP","LICD",35.497914,12.618083,70,1,"E","Europe/Rome"
1511,"Pantelleria","Pantelleria","Italy","PNL","LICG",36.816519,11.968864,635,1,"E","Europe/Rome"
1512,"Palermo","Palermo","Italy","PMO","LICJ",38.175958,13.091019,65,1,"E","Europe/Rome"
1513,"Boccadifalco","Palermo","Italy","","LICP",38.110833,13.313333,345,1,"E","Europe/Rome"
1514,"Reggio Calabria","Reggio Calabria","Italy","REG","LICR",38.071206,15.651556,96,1,"E","Europe/Rome"
1515,"Trapani Birgi","Trapani","Italy","TPS","LICT",37.911403,12.487961,24,1,"E","Europe/Rome"
1516,"Sigonella","Sigonella","Italy","NSY","LICZ",37.401664,14.922358,79,1,"E","Europe/Rome"
1517,"Alghero","Alghero","Italy","AHO","LIEA",40.632133,8.290772,87,1,"E","Europe/Rome"
1518,"Decimomannu","Decimomannu","Italy","DCI","LIED",39.354222,8.972481,100,1,"E","Europe/Rome"
1519,"Elmas","Cagliari","Italy","CAG","LIEE",39.251469,9.054283,13,1,"E","Europe/Rome"
1520,"Olbia Costa Smeralda","Olbia","Italy","OLB","LIEO",40.898661,9.517628,37,1,"E","Europe/Rome"
1521,"Tortoli","Tortoli","Italy","TTB","LIET",39.918761,9.682981,23,1,"E","Europe/Rome"
1522,"Aeritalia","Turin","Italy","","LIMA",45.086353,7.603375,943,1,"E","Europe/Rome"
1523,"Bresso","Milano","Italy","","LIMB",45.542222,9.203333,484,1,"E","Europe/Rome"
1524,"Malpensa","Milano","Italy","MXP","LIMC",45.630606,8.728111,767,1,"E","Europe/Rome"
1525,"Bergamo Orio Al Serio","Bergamo","Italy","BGY","LIME",45.673889,9.704166,782,1,"E","Europe/Rome"
1526,"Torino","Torino","Italy","TRN","LIMF",45.200761,7.649631,989,1,"E","Europe/Rome"
1527,"Albenga","Albenga","Italy","ALL","LIMG",44.050608,8.127428,148,1,"E","Europe/Rome"
1528,"Genova Sestri","Genoa","Italy","GOA","LIMJ",44.413333,8.8375,13,1,"E","Europe/Rome"
1529,"Linate","Milan","Italy","LIN","LIML",45.445103,9.276739,353,1,"E","Europe/Rome"
1530,"Cameri","Cameri","Italy","","LIMN",45.529592,8.669225,586,1,"E","Europe/Rome"
1531,"Parma","Parma","Italy","PMF","LIMP",44.824483,10.296367,161,1,"E","Europe/Rome"
1532,"Piacenza","Piacenza","Italy","QPZ","LIMS",44.913055,9.723333,456,1,"E","Europe/Rome"
6884,"Shoestring Aviation Airfield","Stewartstown","United States","0P2",\N,39.7948244,-76.6471914,1000,-5,"U","America/New_York"
1534,"Levaldigi","Cuneo","Italy","CUF","LIMZ",44.547019,7.623217,1267,1,"E","Europe/Rome"
1535,"Aviano Ab","Aviano","Italy","AVB","LIPA",46.031889,12.596472,410,1,"E","Europe/Rome"
1536,"Bolzano","Bolzano","Italy","BZO","LIPB",46.460194,11.326383,789,1,"E","Europe/Rome"
1537,"Cervia","Cervia","Italy","","LIPC",44.224175,12.307203,18,1,"E","Europe/Rome"
1538,"Bologna","Bologna","Italy","BLQ","LIPE",44.535444,11.288667,123,1,"E","Europe/Rome"
1539,"Treviso","Treviso","Italy","TSF","LIPH",45.6484,12.194422,59,1,"E","Europe/Rome"
1540,"Rivolto","Rivolto","Italy","","LIPI",45.97875,13.049331,179,1,"E","Europe/Rome"
1541,"Forli","Forli","Italy","FRL","LIPK",44.194753,12.070094,97,1,"E","Europe/Rome"
1542,"Ghedi","Ghedi","Italy","","LIPL",45.432167,10.267667,333,1,"E","Europe/Rome"
1543,"Verona Boscomantico","Verona","Italy","","LIPN",45.472017,10.927919,286,1,"E","Europe/Rome"
1544,"Montichiari","Brescia","Italy","VBS","LIPO",45.428889,10.330556,356,1,"E","Europe/Rome"
1545,"Ronchi Dei Legionari","Ronchi De Legionari","Italy","TRS","LIPQ",45.8275,13.472222,37,1,"E","Europe/Rome"
1546,"Rimini","Rimini","Italy","RMI","LIPR",44.020292,12.611747,41,1,"E","Europe/Rome"
1547,"Istrana","Treviso","Italy","","LIPS",45.684867,12.082881,137,1,"E","Europe/Rome"
1548,"Vicenza","Vicenza","Italy","VIC","LIPT",45.573411,11.52955,128,1,"E","Europe/Rome"
1549,"Padova","Padova","Italy","QPA","LIPU",45.395767,11.847903,44,1,"E","Europe/Rome"
1550,"Villafranca","Villafranca","Italy","VRN","LIPX",45.395706,10.888533,239,1,"E","Europe/Rome"
1551,"Venezia Tessera","Venice","Italy","VCE","LIPZ",45.505278,12.351944,7,1,"E","Europe/Rome"
1552,"Ampugnano","Siena","Italy","SAY","LIQS",43.256286,11.255036,634,1,"E","Europe/Rome"
1553,"Ciampino","Rome","Italy","CIA","LIRA",41.799361,12.594936,427,1,"E","Europe/Rome"
1554,"Pratica Di Mare","Pratica Di Mare","Italy","","LIRE",41.654522,12.445183,41,1,"E","Europe/Rome"
1555,"Fiumicino","Rome","Italy","FCO","LIRF",41.804475,12.250797,15,1,"E","Europe/Rome"
1556,"Guidonia","Guidonia","Italy","","LIRG",41.990278,12.740833,289,1,"E","Europe/Rome"
1558,"Marina Di Campo","Marina Di Campo","Italy","EBA","LIRJ",42.760277,10.239445,31,1,"E","Europe/Rome"
1559,"Latina","Latina","Italy","QLT","LIRL",41.542436,12.909019,93,1,"E","Europe/Rome"
1560,"Grazzanise","Grazzanise","Italy","","LIRM",41.060833,14.081944,29,1,"E","Europe/Rome"
1561,"Capodichino","Naples","Italy","NAP","LIRN",40.886033,14.290781,294,1,"E","Europe/Rome"
1562,"Pisa","Pisa","Italy","PSA","LIRP",43.683917,10.39275,6,1,"E","Europe/Rome"
1563,"Firenze","Florence","Italy","FLR","LIRQ",43.809953,11.2051,142,1,"E","Europe/Rome"
1564,"Grosseto","Grosseto","Italy","GRS","LIRS",42.759747,11.071897,15,1,"E","Europe/Rome"
1565,"Urbe","Rome","Italy","","LIRU",41.951946,12.498889,55,1,"E","Europe/Rome"
1566,"Viterbo","Viterbo","Italy","","LIRV",42.430183,12.064156,990,1,"E","Europe/Rome"
1567,"Perugia","Perugia","Italy","PEG","LIRZ",43.095906,12.513222,693,1,"E","Europe/Rome"
1568,"Cerklje","Cerklje","Slovenia","","LJCE",45.899971,15.530194,510,1,"E","Europe/Ljubljana"
1569,"Ljubljana","Ljubljana","Slovenia","LJU","LJLJ",46.223686,14.457611,1273,1,"E","Europe/Ljubljana"
1570,"Maribor","Maribor","Slovenia","MBX","LJMB",46.479861,15.686131,876,1,"E","Europe/Ljubljana"
1571,"Portoroz","Portoroz","Slovenia","POW","LJPZ",45.473353,13.614978,7,1,"E","Europe/Ljubljana"
1572,"Slovenj Gradec","Slovenj Gradec","Slovenia","","LJSG",46.471975,15.116997,1645,1,"E","Europe/Ljubljana"
1573,"Ceske Budejovice","Ceske Budejovice","Czech Republic","","LKCS",48.946381,14.427464,1417,1,"E","Europe/Prague"
1574,"Caslav","Caslav","Czech Republic","","LKCV",49.939653,15.381808,794,1,"E","Europe/Prague"
1575,"Hradec Kralove","Hradec Kralove","Czech Republic","","LKHK",50.2532,15.845228,791,1,"E","Europe/Prague"
1576,"Horovice","Horovice","Czech Republic","","LKHV",49.848111,13.893506,1214,1,"E","Europe/Prague"
1577,"Kbely","Praha","Czech Republic","","LKKB",50.121367,14.543642,939,1,"E","Europe/Prague"
1578,"Kunovice","Kunovice","Czech Republic","","LKKU",49.029444,17.439722,581,1,"E","Europe/Prague"
1579,"Karlovy Vary","Karlovy Vary","Czech Republic","KLV","LKKV",50.202978,12.914983,1989,1,"E","Europe/Prague"
1580,"Plzen Line","Line","Czech Republic","","LKLN",49.675172,13.274617,1188,1,"E","Europe/Prague"
1581,"Mnichovo Hradiste","Mnichovo Hradiste","Czech Republic","","LKMH",50.540211,15.006592,800,1,"E","Europe/Prague"
1582,"Mosnov","Ostrava","Czech Republic","OSR","LKMT",49.696292,18.111053,844,1,"E","Europe/Prague"
1583,"Namest","Namest","Czech Republic","","LKNA",49.165833,16.124925,1548,1,"E","Europe/Prague"
1584,"Pardubice","Pardubice","Czech Republic","PED","LKPD",50.013419,15.738647,741,1,"E","Europe/Prague"
1585,"Pribram","Pribram","Czech Republic","","LKPM",49.720078,14.100567,1529,1,"E","Europe/Prague"
1586,"Prerov","Prerov","Czech Republic","PRV","LKPO",49.425833,17.404722,676,1,"E","Europe/Prague"
1587,"Ruzyne","Prague","Czech Republic","PRG","LKPR",50.100833,14.26,1247,1,"E","Europe/Prague"
1588,"Turany","Brno","Czech Republic","BRQ","LKTB",49.151269,16.694433,778,1,"E","Europe/Prague"
1589,"Vodochody","Vodochody","Czech Republic","","LKVO",50.216581,14.395806,919,1,"E","Europe/Prague"
1590,"Ben Gurion","Tel-aviv","Israel","TLV","LLBG",32.011389,34.886667,135,2,"U","Asia/Jerusalem"
1591,"Teyman","Beer-sheba","Israel","BEV","LLBS",31.287003,34.722953,656,2,"U","Asia/Jerusalem"
1592,"Tel Nov","Tel-nof","Israel","","LLEK",31.839472,34.821844,193,2,"U","Asia/Jerusalem"
1593,"Eyn Shemer","Eyn-shemer","Israel","","LLES",32.440814,35.007661,95,2,"U","Asia/Jerusalem"
1594,"Eilat","Elat","Israel","ETH","LLET",29.561281,34.960081,42,2,"U","Asia/Jerusalem"
1595,"En Yahav","Eyn-yahav","Israel","","LLEY",30.621656,35.203325,-164,2,"U","Asia/Jerusalem"
1596,"Haifa","Haifa","Israel","HFA","LLHA",32.809444,35.043056,28,2,"U","Asia/Jerusalem"
1597,"Hatzor","Haztor","Israel","","LLHS",31.7625,34.727222,148,2,"U","Asia/Jerusalem"
1598,"Mahanaim I Ben Yaakov","Rosh Pina","Israel","RPN","LLIB",32.981047,35.571908,922,2,"U","Asia/Jerusalem"
1599,"Megiddo","Megido Airstrip","Israel","","LLMG",32.597139,35.228803,200,2,"U","Asia/Jerusalem"
1600,"I Bar Yehuda","Metzada","Israel","","LLMZ",31.328169,35.388608,-1266,2,"U","Asia/Jerusalem"
1601,"Nevatim Ab","Nevatim","Israel","","LLNV",31.208347,35.0123,1330,2,"U","Asia/Jerusalem"
1602,"Ovda","Ovda","Israel","VDA","LLOV",29.94025,34.93585,1492,2,"U","Asia/Jerusalem"
1603,"Ramat David","Ramat David","Israel","","LLRD",32.665142,35.179458,185,2,"U","Asia/Jerusalem"
1604,"Ramon","Ramon","Israel","","LLRM",30.776061,34.666769,2126,2,"U","Asia/Jerusalem"
1605,"Sde Dov","Tel-aviv","Israel","SDV","LLSD",32.114661,34.782239,43,2,"U","Asia/Jerusalem"
1606,"Luqa","Malta","Malta","MLA","LMML",35.857497,14.4775,300,1,"E","Europe/Malta"
1607,"Wiener Neustadt East","Wiener Neustadt Ost","Austria","","LOAN",47.843333,16.260139,896,1,"E","Europe/Vienna"
1608,"Wels","Wels","Austria","","LOLW",48.183304,14.040861,1043,1,"E","Europe/Vienna"
1609,"Graz","Graz","Austria","GRZ","LOWG",46.991067,15.439628,1115,1,"E","Europe/Vienna"
1610,"Innsbruck","Innsbruck","Austria","INN","LOWI",47.260219,11.343964,1906,1,"E","Europe/Vienna"
1611,"Linz","Linz","Austria","LNZ","LOWL",48.233219,14.187511,978,1,"E","Europe/Vienna"
1612,"Salzburg","Salzburg","Austria","SZG","LOWS",47.793304,13.004333,1411,1,"E","Europe/Vienna"
1613,"Schwechat","Vienna","Austria","VIE","LOWW",48.110278,16.569722,600,1,"E","Europe/Vienna"
1614,"Klagenfurt","Klagenfurt","Austria","","LOXK",46.642514,14.337739,1470,1,"E","Europe/Vienna"
1615,"Zeltweg","Zeltweg","Austria","","LOXZ",47.202751,14.744223,2220,1,"E","Europe/Vienna"
1616,"Alverca","Alverca","Portugal","","LPAR",38.883278,-9.030097,11,0,"E","Europe/Lisbon"
1617,"Santa Maria","Santa Maria (island)","Portugal","SMA","LPAZ",36.97139,-25.170639,308,-1,"E","Atlantic/Azores"
1618,"Braganca","Braganca","Portugal","BGC","LPBG",41.8578,-6.707125,2241,0,"E","Europe/Lisbon"
1619,"Beja","Beja (madeira)","Portugal","","LPBJ",38.078903,-7.932397,636,0,"E","Europe/Lisbon"
1620,"Braga","Braga","Portugal","","LPBR",41.587058,-8.445139,247,0,"E","Europe/Lisbon"
1621,"Coimbra","Coimba","Portugal","","LPCO",40.157223,-8.47,587,0,"E","Europe/Lisbon"
1622,"Cascais","Cascais","Portugal","","LPCS",38.725025,-9.355231,326,0,"E","Europe/Lisbon"
1623,"Covilha","Covilha","Portugal","","LPCV",40.264772,-7.479958,1572,0,"E","Europe/Lisbon"
1624,"Evora","Evora","Portugal","","LPEV",38.533472,-7.889639,807,0,"E","Europe/Lisbon"
1625,"Flores","Flores","Portugal","FLW","LPFL",39.455272,-31.131361,112,-1,"E","Atlantic/Azores"
1626,"Faro","Faro","Portugal","FAO","LPFR",37.014425,-7.965911,24,0,"E","Europe/Lisbon"
1627,"Graciosa","Graciosa Island","Portugal","GRW","LPGR",39.092169,-28.029847,86,-1,"E","Atlantic/Azores"
1628,"Horta","Horta","Portugal","HOR","LPHR",38.519894,-28.715872,118,-1,"E","Atlantic/Azores"
1629,"Lajes","Lajes (terceira Island)","Portugal","TER","LPLA",38.761842,-27.090797,180,-1,"E","Atlantic/Azores"
1630,"Monte Real","Monte Real","Portugal","","LPMR",39.831244,-8.887261,187,0,"E","Europe/Lisbon"
1631,"Montijo","Montijo","Portugal","","LPMT",38.703861,-9.035916,46,0,"E","Europe/Lisbon"
1632,"Ovar","Ovar","Portugal","","LPOV",40.915867,-8.645919,56,0,"E","Europe/Lisbon"
1633,"Ponta Delgada","Ponta Delgada","Portugal","PDL","LPPD",37.741184,-25.69787,259,-1,"E","Atlantic/Azores"
1634,"Pico","Pico","Portugal","PIX","LPPI",38.554333,-28.441333,109,-1,"E","Atlantic/Azores"
1635,"Portimao","Portimao","Portugal","","LPPM",37.149331,-8.583961,5,0,"E","Europe/Lisbon"
1636,"Porto","Porto","Portugal","OPO","LPPR",41.248055,-8.681389,228,0,"E","Europe/Lisbon"
1637,"Porto Santo","Porto Santo","Portugal","PXO","LPPS",33.073386,-16.349975,341,0,"E","Europe/Lisbon"
1638,"Lisboa","Lisbon","Portugal","LIS","LPPT",38.781311,-9.135919,374,0,"E","Europe/Lisbon"
1639,"Sao Jorge","Sao Jorge Island","Portugal","SJZ","LPSJ",38.6655,-28.175817,311,-1,"E","Atlantic/Azores"
1640,"Sintra","Sintra","Portugal","","LPST",38.831053,-9.339553,440,0,"E","Europe/Lisbon"
1641,"Tancos","Tancos","Portugal","","LPTN",39.47514,-8.364583,266,0,"E","Europe/Lisbon"
1642,"Vila Real","Vila Real","Portugal","VRL","LPVR",41.274334,-7.720472,1805,0,"E","Europe/Lisbon"
1643,"Viseu","Viseu","Portugal","","LPVZ",40.725539,-7.888992,2060,0,"E","Europe/Lisbon"
6883,"Eastern Oregon Regional Airport","Pendleton","United States","PDT","KPDT",45.695,-118.841389,1497,-8,"A","America/Los_Angeles"
1645,"Mostar","Mostar","Bosnia and Herzegovina","OMO","LQMO",43.2829,17.845878,156,1,"E","Europe/Sarajevo"
1646,"Sarajevo","Sarajevo","Bosnia and Herzegovina","SJJ","LQSA",43.824583,18.331467,1708,1,"E","Europe/Sarajevo"
1647,"Arad","Arad","Romania","ARW","LRAR",46.17655,21.262022,352,2,"E","Europe/Bucharest"
1648,"Bacau","Bacau","Romania","BCM","LRBC",46.521946,26.910278,607,2,"E","Europe/Bucharest"
1649,"Tautii Magheraus","Baia Mare","Romania","BAY","LRBM",47.658389,23.470022,605,2,"E","Europe/Bucharest"
1650,"Aurel Vlaicu","Bucharest","Romania","BBU","LRBS",44.503194,26.102111,297,2,"E","Europe/Bucharest"
1651,"Mihail Kogalniceanu","Constanta","Romania","CND","LRCK",44.362222,28.488333,353,2,"E","Europe/Bucharest"
1652,"Cluj Napoca","Cluj-napoca","Romania","CLJ","LRCL",46.785167,23.686167,1036,2,"E","Europe/Bucharest"
1653,"Caransebes","Caransebes","Romania","CSB","LRCS",45.42,22.253333,866,2,"E","Europe/Bucharest"
1654,"Craiova","Craiova","Romania","CRA","LRCV",44.318139,23.888611,626,2,"E","Europe/Bucharest"
1655,"Iasi","Iasi","Romania","IAS","LRIA",47.178492,27.620631,397,2,"E","Europe/Bucharest"
1656,"Oradea","Oradea","Romania","OMR","LROD",47.025278,21.9025,465,2,"E","Europe/Bucharest"
1657,"Henri Coanda","Bucharest","Romania","OTP","LROP",44.572161,26.102178,314,2,"E","Europe/Bucharest"
1658,"Sibiu","Sibiu","Romania","SBZ","LRSB",45.785597,24.091342,1496,2,"E","Europe/Bucharest"
1659,"Satu Mare","Satu Mare","Romania","SUJ","LRSM",47.703275,22.8857,405,2,"E","Europe/Bucharest"
1660,"Stefan Cel Mare","Suceava","Romania","SCV","LRSV",47.6875,26.354056,1375,2,"E","Europe/Bucharest"
1661,"Cataloi","Tulcea","Romania","TCE","LRTC",45.062486,28.714311,200,2,"E","Europe/Bucharest"
1662,"Transilvania Targu Mures","Tirgu Mures","Romania","TGM","LRTM",46.467714,24.412525,963,2,"E","Europe/Bucharest"
1663,"Traian Vuia","Timisoara","Romania","TSR","LRTR",45.809861,21.337861,348,2,"E","Europe/Bucharest"
1664,"Les Eplatures","Les Eplatures","Switzerland","","LSGC",47.08385,6.792836,3368,1,"E","Europe/Zurich"
1665,"Geneve Cointrin","Geneva","Switzerland","GVA","LSGG",46.238064,6.10895,1411,1,"E","Europe/Paris"
1666,"Saanen","Saanen","Switzerland","","LSGK",46.487499,7.250834,3307,1,"E","Europe/Zurich"
1667,"Sion","Sion","Switzerland","SIR","LSGS",46.219592,7.326764,1585,1,"E","Europe/Zurich"
1668,"Alpnach","Alpnach","Switzerland","","LSMA",46.943889,8.284167,1460,1,"E","Europe/Zurich"
1669,"Dubendorf","Dubendorf","Switzerland","","LSMD",47.398644,8.648231,1470,1,"E","Europe/Zurich"
1670,"Emmen","Emmen","Switzerland","","LSME",47.092369,8.305117,1400,1,"E","Europe/Zurich"
1671,"Mollis","Mollis","Switzerland","","LSMF",47.078872,9.064831,1485,1,"E","Europe/Zurich"
1672,"Meiringen","Meiringen","Switzerland","","LSMM",46.743333,8.11,1895,1,"E","Europe/Zurich"
1673,"Payerne","Payerne","Switzerland","","LSMP",46.843208,6.915058,1465,1,"E","Europe/Zurich"
1674,"Buochs","Buochs","Switzerland","","LSMU",46.974914,8.39915,1475,1,"E","Europe/Zurich"
1675,"Lugano","Lugano","Switzerland","LUG","LSZA",46.004275,8.910578,915,1,"E","Europe/Zurich"
1676,"Bern Belp","Bern","Switzerland","BRN","LSZB",46.9141,7.497153,1674,1,"E","Europe/Zurich"
1677,"Grenchen","Grenchen","Switzerland","","LSZG",47.181628,7.417189,1411,1,"E","Europe/Zurich"
1678,"Zurich","Zurich","Switzerland","ZRH","LSZH",47.464722,8.549167,1416,1,"E","Europe/Zurich"
1679,"St Gallen Altenrhein","Altenrhein","Switzerland","ACH","LSZR",47.485033,9.560775,1306,1,"E","Europe/Zurich"
1680,"Samedan","Samedan","Switzerland","SMV","LSZS",46.534075,9.884106,5600,1,"E","Europe/Zurich"
1681,"Guvercinlik","Ankara","Turkey","","LTAB",39.93495,32.740775,2694,2,"E","Europe/Istanbul"
1682,"Esenboga","Ankara","Turkey","ESB","LTAC",40.128082,32.995083,3125,2,"E","Europe/Istanbul"
1683,"Etimesgut","Ankara","Turkey","ANK","LTAD",39.949831,32.688622,2653,2,"E","Europe/Istanbul"
1684,"Akinci","Ankara","Turkey","","LTAE",40.078919,32.565625,2767,2,"E","Europe/Istanbul"
1685,"Adana","Adana","Turkey","ADA","LTAF",36.982166,35.280388,65,2,"E","Europe/Istanbul"
1686,"Incirlik Ab","Adana","Turkey","","LTAG",37.0021,35.425894,238,2,"E","Europe/Istanbul"
1687,"Afyon","Afyon","Turkey","AFY","LTAH",38.726425,30.601114,3310,2,"E","Europe/Istanbul"
1688,"Antalya","Antalya","Turkey","AYT","LTAI",36.898731,30.800461,177,2,"E","Europe/Istanbul"
1689,"Oguzeli","Gaziantep","Turkey","GZT","LTAJ",36.947183,37.478683,2315,2,"E","Europe/Istanbul"
1690,"Iskenderun","Iskenderun","Turkey","","LTAK",36.573472,36.154,25,2,"E","Europe/Istanbul"
1691,"Konya","Konya","Turkey","KYA","LTAN",37.979,32.561861,3381,2,"E","Europe/Istanbul"
1692,"Tulga","Malatya","Turkey","","LTAO",38.35375,38.253944,3016,2,"E","Europe/Istanbul"
